ndc11,brand_name,strength,route,labeler_name
72865011005,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"XLCare Pharmaceuticals, Inc."
72865020101,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 2.5 mg/1",ORAL,"XLCare Pharmaceuticals, Inc."
72888018330,buprenorphine hydrochloride,BUPRENORPHINE HYDROCHLORIDE 8 mg/1,SUBLINGUAL,Advagen Pharma Ltd
72888018390,buprenorphine hydrochloride,BUPRENORPHINE HYDROCHLORIDE 8 mg/1,SUBLINGUAL,Advagen Pharma Ltd
76045001011,Dilaudid,HYDROMORPHONE HYDROCHLORIDE 2 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS","Fresenius Kabi USA, LLC"
76045012111,Dilaudid,HYDROMORPHONE HYDROCHLORIDE .2 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS","Fresenius Kabi USA, LLC"
76420010501,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,"Asclemed USA, Inc."
76420010502,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,"Asclemed USA, Inc."
76420010503,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,"Asclemed USA, Inc."
76420010510,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,"Asclemed USA, Inc."
76420010530,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,"Asclemed USA, Inc."
76420036601,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"Asclemed USA, Inc."
76420036605,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"Asclemed USA, Inc."
76420036630,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"Asclemed USA, Inc."
76420036660,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"Asclemed USA, Inc."
76420036690,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"Asclemed USA, Inc."
00574029401,hydromorphone hydrochloride,HYDROMORPHONE HYDROCHLORIDE 12 mg/1,ORAL,Padagis US LLC
00574029701,hydromorphone hydrochloride,HYDROMORPHONE HYDROCHLORIDE 32 mg/1,ORAL,Padagis US LLC
76420053830,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,"Asclemed USA, Inc."
76420053860,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,"Asclemed USA, Inc."
76420053890,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,"Asclemed USA, Inc."
76420087600,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087601,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087603,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087605,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087607,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087610,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087614,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087620,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087630,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087660,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
76420087690,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Asclemed USA, Inc."
79739609401,Ascomp with Codeine,"ASPIRIN 325 mg/1, BUTALBITAL 50 mg/1, CAFFEINE 40 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"LGM PHARMA SOLUTIONS, LLC"
00597015528,Stiolto Respimat,"OLODATEROL HYDROCHLORIDE 2.736 ug/1, TIOTROPIUM BROMIDE MONOHYDRATE 3.124 ug/1",RESPIRATORY (INHALATION),"Boehringer Ingelheim Pharmaceuticals, Inc."
00597015561,Stiolto Respimat,"OLODATEROL HYDROCHLORIDE 2.736 ug/1, TIOTROPIUM BROMIDE MONOHYDRATE 3.124 ug/1",RESPIRATORY (INHALATION),"Boehringer Ingelheim Pharmaceuticals, Inc."
00597015570,Stiolto Respimat,"OLODATEROL HYDROCHLORIDE 2.736 ug/1, TIOTROPIUM BROMIDE MONOHYDRATE 3.124 ug/1",RESPIRATORY (INHALATION),"Boehringer Ingelheim Pharmaceuticals, Inc."
00641605225,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE 25 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Hikma Pharmaceuticals USA Inc.
00641612725,Morphine Sulfate,MORPHINE SULFATE 10 mg/mL,INTRAVENOUS,Hikma Pharmaceuticals USA Inc.
00641619210,Morphine Sulfate,MORPHINE SULFATE 4 mg/mL,INTRAVENOUS,Hikma Pharmaceuticals USA Inc.
00406012905,,FENTANYL 1 kg/kg,,SpecGx LLC
00406012940,,FENTANYL 1 kg/kg,,SpecGx LLC
00406012941,,FENTANYL 1 kg/kg,,SpecGx LLC
00406012942,,FENTANYL 1 kg/kg,,SpecGx LLC
00406012998,,FENTANYL 1 kg/kg,,SpecGx LLC
00406112592,,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 10 mg/1",,SpecGx LLC
00406152105,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152106,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152125,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152140,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152141,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152142,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152153,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152155,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152156,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152157,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406152199,,MORPHINE SULFATE 1 kg/kg,,SpecGx LLC
00406156105,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406156106,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406293300,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406293340,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406293341,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406293342,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406320506,,BUPRENORPHINE 1 kg/kg,,SpecGx LLC
00406320540,,BUPRENORPHINE 1 kg/kg,,SpecGx LLC
00406320541,,BUPRENORPHINE 1 kg/kg,,SpecGx LLC
00406320542,,BUPRENORPHINE 1 kg/kg,,SpecGx LLC
00792036000,,METHADONE HYDROCHLORIDE 1 kg/kg,,"Siegfried USA, LLC"
00792063100,,BUPRENORPHINE 1 kg/kg,,"Siegfried USA, LLC"
00792063200,,HYDROMORPHONE HYDROCHLORIDE 1 kg/kg,,"Siegfried USA, LLC"
12714004999,,IPRATROPIUM BROMIDE 1 kg/kg,,Boehringer Ingelheim Pharma GmbH and Co. KG
00904655761,Morphine Sulfate Extended Release,MORPHINE SULFATE 15 mg/1,ORAL,Major Pharmaceuticals
00904682892,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/5mL,ORAL,MAJOR PHARMACEUTICALS
00904682894,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/5mL,ORAL,MAJOR PHARMACEUTICALS
00904709561,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,Major Pharmaceuticals
47848000500,,BUTORPHANOL TARTRATE 100 kg/100kg,,Teva Czech Industries s.r.o
50683051401,,LEVORPHANOL TARTRATE 1 kg/kg,,American Pacific Corporation
51552139804,,TRAMADOL HYDROCHLORIDE 1 g/g,,Fagron Inc
51552139806,,TRAMADOL HYDROCHLORIDE 1 g/g,,Fagron Inc
51634005702,,HYDROMORPHONE HYDROCHLORIDE 1 kg/kg,,"Noramco, LLC"
51927004800,,HYDROCODONE BITARTRATE 1 g/g,,Professional Compounding Centers of America dba PCCA
51927033200,,OXYCODONE HYDROCHLORIDE 1 kg/kg,,Professional Compounding Centers of America
58175036400,,TRAMADOL HYDROCHLORIDE 1 kg/kg,,Wavelength Enterprises LTD
59116264501,,FENTANYL 1 kg/kg,,"Cambrex Charles City, Inc"
59116264601,,FENTANYL 1 kg/kg,,"Cambrex Charles City, Inc"
59116449001,,HYDROCODONE 1 kg/kg,,"Cambrex Charles City, Inc"
61960915001,,HYDROMORPHONE HYDROCHLORIDE 1 kg/kg,,"Chattem Chemicals, Inc."
62991154601,,NALBUPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991154602,,NALBUPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991154603,,NALBUPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
63190064003,,TIOTROPIUM BROMIDE MONOMETHANOLATE 1 kg/kg,,Industriale Chimica s.r.l.
63190064005,,TIOTROPIUM BROMIDE MONOMETHANOLATE 1 kg/kg,,Industriale Chimica s.r.l.
63552009600,,OXYMORPHONE HYDROCHLORIDE 40 mg/1,,Patheon Manufacturing Services LLC
65267010150,,TAPENTADOL HYDROCHLORIDE 1 kg/kg,,Janssen Pharmaceutical Sciences Unlimited Company
10702007101,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,"KVK-Tech, Inc."
10702007106,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,"KVK-Tech, Inc."
71795110001,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,Indivior UK Limited
84644003000,,BUPRENORPHINE 100 kg/100kg,,TAPI Czech Industries s.r.o.
13107004301,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 2.5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107004305,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 2.5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107004330,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 2.5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107004399,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 2.5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107005701,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"Aurolife Pharma, LLC"
13107005730,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"Aurolife Pharma, LLC"
13107005799,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"Aurolife Pharma, LLC"
00093005801,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,"Teva Pharmaceuticals USA, Inc."
00093005805,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,"Teva Pharmaceuticals USA, Inc."
00093365640,Buprenorphine,BUPRENORPHINE 5 ug/h,TRANSDERMAL,"Teva Pharmaceuticals USA, Inc."
27808011501,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Cranbury Pharmaceuticals, LLC"
27808011502,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Cranbury Pharmaceuticals, LLC"
30698033501,Demerol,MEPERIDINE HYDROCHLORIDE 50 mg/1,ORAL,Validus Pharmaceuticals LLC
00115131601,Oxymorphone hydrochloride,OXYMORPHONE HYDROCHLORIDE 15 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115131603,Oxymorphone hydrochloride,OXYMORPHONE HYDROCHLORIDE 15 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115131608,Oxymorphone hydrochloride,OXYMORPHONE HYDROCHLORIDE 15 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115131613,Oxymorphone hydrochloride,OXYMORPHONE HYDROCHLORIDE 15 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115147901,Morphine Sulfate,MORPHINE SULFATE 40 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
31722099601,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
31722099605,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
03215652330,Buprenorphine and Naloxone,"BUPRENORPHINE HYDROCHLORIDE 8 mg/1, NALOXONE HYDROCHLORIDE 2 mg/1","BUCCAL, SUBLINGUAL",Aveva Drug Delivery Systems Inc.
33342027007,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,Macleods Pharmaceuticals Limited
33342027010,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,Macleods Pharmaceuticals Limited
33342027011,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,Macleods Pharmaceuticals Limited
33342027107,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,Macleods Pharmaceuticals Limited
33342027110,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,Macleods Pharmaceuticals Limited
33342027111,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,Macleods Pharmaceuticals Limited
35356080130,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,"Quality Care Products, LLC"
35356080160,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,"Quality Care Products, LLC"
35356080190,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,"Quality Care Products, LLC"
00121100812,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/12.5mL, CODEINE PHOSPHATE 30 mg/12.5mL",ORAL,"PAI Holdings, LLC dba PAI Pharma"
00121100840,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/12.5mL, CODEINE PHOSPHATE 30 mg/12.5mL",ORAL,"PAI Holdings, LLC dba PAI Pharma"
42571011901,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,Micro Labs Limited
42571011905,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,Micro Labs Limited
42571011923,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,Micro Labs Limited
42571011990,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,Micro Labs Limited
42689000601,Morphine Sulfate,MORPHINE SULFATE 30 mg/1,ORAL,"Nortec Development Associates, Inc."
42689000801,Morphine Sulfate,MORPHINE SULFATE 60 mg/1,ORAL,"Nortec Development Associates, Inc."
42689000901,Morphine Sulfate,MORPHINE SULFATE 80 mg/1,ORAL,"Nortec Development Associates, Inc."
42806000601,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 10 mg/1,ORAL,"Epic Pharma, LLC"
42806011301,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 10 mg/1",ORAL,"Epic Pharma, LLC"
42806011401,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,"Epic Pharma, LLC"
42858010201,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Rhodes Pharmaceuticals L.P.
42858010210,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Rhodes Pharmaceuticals L.P.
42858010250,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Rhodes Pharmaceuticals L.P.
42858020201,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,Rhodes Pharmaceuticals L.P.
42858020210,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,Rhodes Pharmaceuticals L.P.
42858030101,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858030125,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858030201,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858030225,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858030250,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
43386035601,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386035605,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386035610,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386043301,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 10 mg/1,ORAL,"Lupin Pharmaceuticals,Inc."
43386054001,Morphine Sulfate,MORPHINE SULFATE 15 mg/1,ORAL,"Lupin Pharmaceuticals,Inc."
43742131201,Metox,"ALUMINUM 12 [hp_X]/mL, ANTIMONY TRISULFIDE 12 [hp_X]/mL, ARCTIUM LAPPA ROOT 3 [hp_X]/mL, ARSENIC TRIOXIDE 12 [hp_X]/mL, ASCORBIC ACID 6 [hp_X]/mL, BARIUM CARBONATE 12 [hp_X]/mL, BERBERIS VULGARIS ROOT BARK 3 [hp_X]/mL, BERYLLIUM 12 [hp_X]/mL, BISMUTH 12 [hp_X]/mL, BORON 12 [hp_X]/mL, BROMINE 12 [hp_X]/mL, CADMIUM 12 [hp_X]/mL, CERIUM 12 [hp_X]/mL, CESIUM CHLORIDE 12 [hp_X]/mL, CHROMIUM 8 [hp_X]/mL, COBALT 8 [hp_X]/mL, COPPER 8 [hp_X]/mL, CYSTEINE 6 [hp_X]/mL, DYSPROSIUM 12 [hp_X]/mL, ERBIUM 12 [hp_X]/mL, EUROPIUM 12 [hp_X]/mL, FORMALDEHYDE 12 [hp_X]/mL, GADOLINIUM 12 [hp_X]/mL, GARLIC 3 [hp_X]/mL, GERMANIUM SESQUIOXIDE 12 [hp_X]/mL, GLYCYRRHIZA GLABRA 3 [hp_X]/mL, GOLD 12 [hp_X]/mL, HOLMIUM 12 [hp_X]/mL, INDIUM 12 [hp_X]/mL, IODINE 8 [hp_X]/mL, IRIDIUM 8 [hp_X]/mL, IRON 8 [hp_X]/mL, LANTHANUM 14 [hp_C]/mL, LEAD 12 [hp_X]/mL, LITHIUM CARBONATE 8 [hp_X]/mL, LYCOPODIUM CLAVATUM SPORE 12 [hp_X]/mL, MAGNESIUM 8 [hp_X]/mL, MANGANESE 8 [hp_X]/mL, MERCURIUS SOLUBILIS 12 [hp_X]/mL, METHIONINE 8 [hp_X]/mL, MOLYBDENUM 8 [hp_X]/mL, NEODYMIUM OXIDE 12 [hp_X]/mL, NICKEL 12 [hp_X]/mL, NIOBIUM 30 [hp_C]/mL, OSMIUM 12 [hp_X]/mL, PALLADIUM 12 [hp_X]/mL, PHENOL 12 [hp_X]/mL, PHOSPHORUS 8 [hp_X]/mL, PHYTOLACCA AMERICANA ROOT 8 [hp_X]/mL, PLATINUM 12 [hp_X]/mL, POTASSIUM CARBONATE 8 [hp_X]/mL, PRASEODYMIUM 12 [hp_X]/mL, RHODIUM 12 [hp_X]/mL, RUBIDIUM NITRITE 12 [hp_X]/mL, SAMARIUM 12 [hp_X]/mL, SELENIUM 8 [hp_X]/mL, SILVER 12 [hp_X]/mL, SODIUM CHLORIDE 8 [hp_X]/mL, STILLINGIA SYLVATICA ROOT 3 [hp_X]/mL, STRONTIUM CARBONATE 8 [hp_X]/mL, STRYCHNOS NUX-VOMICA SEED 12 [hp_X]/mL, SULFUR 8 [hp_X]/mL, SUS SCROFA THYROID 8 [hp_X]/mL, TANTALUM 30 [hp_C]/mL, TERBIUM 12 [hp_X]/mL, THALLIUM 12 [hp_X]/mL, TIN 12 [hp_X]/mL, TRIBASIC CALCIUM PHOSPHATE 8 [hp_X]/mL, TRIFOLIUM PRATENSE FLOWER 3 [hp_X]/mL, URANYL NITRATE HEXAHYDRATE 12 [hp_X]/mL, VANADIUM 8 [hp_X]/mL, YTTERBIUM OXIDE 12 [hp_X]/mL, ZINC 8 [hp_X]/mL",ORAL,"Deseret Biologicals, Inc."
47335070649,Ipratropium Bromide,IPRATROPIUM BROMIDE .5 mg/2.5mL,RESPIRATORY (INHALATION),"Sun Pharmaceutical Industries, Inc."
47335070652,Ipratropium Bromide,IPRATROPIUM BROMIDE .5 mg/2.5mL,RESPIRATORY (INHALATION),"Sun Pharmaceutical Industries, Inc."
47335070654,Ipratropium Bromide,IPRATROPIUM BROMIDE .5 mg/2.5mL,RESPIRATORY (INHALATION),"Sun Pharmaceutical Industries, Inc."
47781022901,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,"Alvogen, Inc."
47781022905,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,"Alvogen, Inc."
47781041260,Hydrocodone Bitartrate,HYDROCODONE BITARTRATE 30 mg/1,ORAL,Alvogen Inc.
47781041904,buprenorphine transdermal system,BUPRENORPHINE 15 ug/h,TRANSDERMAL,Alvogen Inc.
49999085214,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Quality Care products LLC
49999085230,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Quality Care products LLC
49999085260,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Quality Care products LLC
49999085290,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Quality Care products LLC
50090755900,buprenorphine hydrochloride,BUPRENORPHINE HYDROCHLORIDE 8 mg/1,SUBLINGUAL,A-S Medication Solutions
50268012815,Buprenorphine,BUPRENORPHINE HYDROCHLORIDE 2 mg/1,SUBLINGUAL,AvPAK
50742036530,Buprenorphine and Naloxone,"BUPRENORPHINE HYDROCHLORIDE 12 mg/1, NALOXONE HYDROCHLORIDE 3 mg/1","BUCCAL, SUBLINGUAL","INGENUS PHARMACEUTICALS, LLC"
51991007301,"Butalbital, Acetaminophen, Caffeine and Codeine Phosphate","ACETAMINOPHEN 325 mg/1, BUTALBITAL 50 mg/1, CAFFEINE 40 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"Breckenridge Pharmaceutical, Inc."
51991007401,Ascomp with Codeine,"ASPIRIN 325 mg/1, BUTALBITAL 50 mg/1, CAFFEINE 40 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"Breckenridge Pharmaceutical, Inc."
51991007405,Ascomp with Codeine,"ASPIRIN 325 mg/1, BUTALBITAL 50 mg/1, CAFFEINE 40 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"Breckenridge Pharmaceutical, Inc."
53746010901,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Amneal Pharmaceuticals of New York LLC
53746010905,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Amneal Pharmaceuticals of New York LLC
53746010910,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Amneal Pharmaceuticals of New York LLC
