drug1,drug2,drug3,n_total,n_ae,n_no_ae,ae_prop,p_value,p_adj,significant,drug1_name,drug2_name,drug3_name
C01D,H03A,N02A,1156,26,1130,0.02249134948096886,0.4887858207647381,0.7668874741723796,False,VASODILATORS USED IN CARDIAC DISEASES,THYROID PREPARATIONS,OPIOIDS
H02A,J01F,R03A,4224,95,4129,0.022490530303030304,0.1404052429543398,0.3516270277343853,False,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","ADRENERGICS, INHALANTS"
A10A,M03B,R03A,1823,41,1782,0.022490400438837082,0.35831567780397033,0.6455347992877446,False,INSULINS AND ANALOGUES,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","ADRENERGICS, INHALANTS"
C01D,N05B,N06A,1245,28,1217,0.02248995983935743,0.46782613740315204,0.7494837846876019,False,VASODILATORS USED IN CARDIAC DISEASES,ANXIOLYTICS,ANTIDEPRESSANTS
C10A,L04A,N02A,2535,57,2478,0.022485207100591716,0.2669821552838245,0.5372797890715846,False,"LIPID MODIFYING AGENTS, PLAIN",IMMUNOSUPPRESSANTS,OPIOIDS
A10B,B03A,R03B,445,10,435,0.02247191011235955,0.7487932026208581,0.9600935110080606,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",IRON PREPARATIONS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A02B,P01B,R01A,445,10,435,0.02247191011235955,0.7487932026208581,0.9600935110080606,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ANTIMALARIALS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A11C,B05X,R03B,623,14,609,0.02247191011235955,0.6619199009505177,0.9055644289154641,False,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",I.V. SOLUTION ADDITIVES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C10A,M05B,N05A,267,6,261,0.02247191011235955,0.8737031002559685,1.0,False,"LIPID MODIFYING AGENTS, PLAIN",DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,ANTIPSYCHOTICS
J01E,N05B,R01A,267,6,261,0.02247191011235955,0.8737031002559685,1.0,False,SULFONAMIDES AND TRIMETHOPRIM,ANXIOLYTICS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
G03C,J01A,N02A,356,8,348,0.02247191011235955,0.8042591317006155,0.9900222204373744,False,ESTROGENS,TETRACYCLINES,OPIOIDS
C10A,J02A,N06A,712,16,696,0.02247191011235955,0.6262832603596442,0.8807614873940925,False,"LIPID MODIFYING AGENTS, PLAIN",ANTIMYCOTICS FOR SYSTEMIC USE,ANTIDEPRESSANTS
A10A,J01C,N06A,445,10,435,0.02247191011235955,0.7487932026208581,0.9600935110080606,False,INSULINS AND ANALOGUES,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",ANTIDEPRESSANTS
C03C,H02A,J01D,356,8,348,0.02247191011235955,0.8042591317006155,0.9900222204373744,False,HIGH-CEILING DIURETICS,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OTHER BETA-LACTAM ANTIBACTERIALS
C09A,J01M,R01A,356,8,348,0.02247191011235955,0.8042591317006155,0.9900222204373744,False,"ACE INHIBITORS, PLAIN",QUINOLONE ANTIBACTERIALS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A02B,J01E,R01A,534,12,522,0.02247191011235955,0.7022318449735995,0.9324456029325493,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),SULFONAMIDES AND TRIMETHOPRIM,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A02B,C03A,G04C,445,10,435,0.02247191011235955,0.7487932026208581,0.9600935110080606,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"LOW-CEILING DIURETICS, THIAZIDES",DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
A03A,A10B,R06A,267,6,261,0.02247191011235955,0.8737031002559685,1.0,False,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",ANTIHISTAMINES FOR SYSTEMIC USE
C08C,M01A,N04B,267,6,261,0.02247191011235955,0.8737031002559685,1.0,False,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",DOPAMINERGIC AGENTS
D07X,R03A,R06A,267,6,261,0.02247191011235955,0.8737031002559685,1.0,False,"CORTICOSTEROIDS, OTHER COMBINATIONS","ADRENERGICS, INHALANTS",ANTIHISTAMINES FOR SYSTEMIC USE
C10A,H02A,R03B,4539,102,4437,0.02247191011235955,0.12764668889587816,0.3294156543542605,False,"LIPID MODIFYING AGENTS, PLAIN","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A06A,C03C,N05C,356,8,348,0.02247191011235955,0.8042591317006155,0.9900222204373744,False,DRUGS FOR CONSTIPATION,HIGH-CEILING DIURETICS,HYPNOTICS AND SEDATIVES
A02B,N02B,R03B,7700,173,7527,0.022467532467532466,0.0439782504494547,0.15208833734907493,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OTHER ANALGESICS AND ANTIPYRETICS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C10A,G04B,R03A,2315,52,2263,0.0224622030237581,0.29556073498379665,0.5724294549238365,False,"LIPID MODIFYING AGENTS, PLAIN",UROLOGICALS,"ADRENERGICS, INHALANTS"
A10B,C09C,N03A,668,15,653,0.02245508982035928,0.6456600105507068,0.894477802418159,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",ANTIEPILEPTICS
C03B,C03C,N02B,579,13,566,0.022452504317789293,0.6836781236586513,0.9212765376545827,False,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",HIGH-CEILING DIURETICS,OTHER ANALGESICS AND ANTIPYRETICS
M01A,N02B,R03D,2628,59,2569,0.022450532724505326,0.26274110455019234,0.5311972417122378,False,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OTHER ANALGESICS AND ANTIPYRETICS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C10A,D07A,N02A,6236,140,6096,0.02245028864656831,0.07307677495213923,0.22281532141175667,False,"LIPID MODIFYING AGENTS, PLAIN","CORTICOSTEROIDS, PLAIN",OPIOIDS
A10B,M03B,N05B,2539,57,2482,0.022449783379283182,0.2721937260549412,0.5441896230089084,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",ANXIOLYTICS
G03C,H02A,N02B,490,11,479,0.022448979591836733,0.7271108764453444,0.9475556653430892,False,ESTROGENS,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OTHER ANALGESICS AND ANTIPYRETICS
C08C,R01A,R03A,3341,75,3266,0.022448368751870697,0.20071954013254054,0.447234622488571,False,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"ADRENERGICS, INHALANTS"
C01D,C03C,C10A,2361,53,2308,0.02244811520542143,0.2923988509514015,0.5686442552410848,False,VASODILATORS USED IN CARDIAC DISEASES,HIGH-CEILING DIURETICS,"LIPID MODIFYING AGENTS, PLAIN"
H03A,N02A,N06B,1604,36,1568,0.022443890274314215,0.40257258800796214,0.6908509421867952,False,THYROID PREPARATIONS,OPIOIDS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
M03B,N03A,N05C,2005,45,1960,0.022443890274314215,0.3388704600405806,0.623830550228791,False,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",ANTIEPILEPTICS,HYPNOTICS AND SEDATIVES
A03A,C03C,N02A,802,18,784,0.022443890274314215,0.5979685298623725,0.8577911788291747,False,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,HIGH-CEILING DIURETICS,OPIOIDS
B05X,C07A,J01M,401,9,392,0.022443890274314215,0.777997690163811,0.9771425976383264,False,I.V. SOLUTION ADDITIVES,BETA BLOCKING AGENTS,QUINOLONE ANTIBACTERIALS
C09A,D06A,N02B,401,9,392,0.022443890274314215,0.777997690163811,0.9771425976383264,False,"ACE INHIBITORS, PLAIN",ANTIBIOTICS FOR TOPICAL USE,OTHER ANALGESICS AND ANTIPYRETICS
C07A,C09C,H03A,1114,25,1089,0.02244165170556553,0.5070148910391055,0.7825860602494629,False,BETA BLOCKING AGENTS,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",THYROID PREPARATIONS
H02A,N06A,S01E,312,7,305,0.022435897435897436,0.8399765734022586,1.0,False,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",ANTIDEPRESSANTS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS
D07A,M03B,N01B,312,7,305,0.022435897435897436,0.8399765734022586,1.0,False,"CORTICOSTEROIDS, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","ANESTHETICS, LOCAL"
D07X,H03A,N02A,312,7,305,0.022435897435897436,0.8399765734022586,1.0,False,"CORTICOSTEROIDS, OTHER COMBINATIONS",THYROID PREPARATIONS,OPIOIDS
G03C,N03A,R06A,312,7,305,0.022435897435897436,0.8399765734022586,1.0,False,ESTROGENS,ANTIEPILEPTICS,ANTIHISTAMINES FOR SYSTEMIC USE
A02B,C03B,R06A,312,7,305,0.022435897435897436,0.8399765734022586,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"LOW-CEILING DIURETICS, EXCL. THIAZIDES",ANTIHISTAMINES FOR SYSTEMIC USE
C09A,C10A,J01E,758,17,741,0.022427440633245383,0.6156027720735522,0.8717576976801014,False,"ACE INHIBITORS, PLAIN","LIPID MODIFYING AGENTS, PLAIN",SULFONAMIDES AND TRIMETHOPRIM
H02A,R03B,R06A,2274,51,2223,0.022427440633245383,0.3061943253575016,0.585153412048925,False,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",ANTIHISTAMINES FOR SYSTEMIC USE
C10A,M01A,R06A,4771,107,4664,0.022427164116537415,0.12300890980828977,0.3209491431465223,False,"LIPID MODIFYING AGENTS, PLAIN","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",ANTIHISTAMINES FOR SYSTEMIC USE
M01A,N01B,R03A,981,22,959,0.022426095820591234,0.545076125133354,0.8134529296205963,False,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ANESTHETICS, LOCAL","ADRENERGICS, INHALANTS"
A06A,G03C,N02A,981,22,959,0.022426095820591234,0.545076125133354,0.8134529296205963,False,DRUGS FOR CONSTIPATION,ESTROGENS,OPIOIDS
N06A,R01A,R05D,981,22,959,0.022426095820591234,0.545076125133354,0.8134529296205963,False,ANTIDEPRESSANTS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
B01A,H03A,R03B,1204,27,1177,0.022425249169435217,0.48759159420031717,0.765864294714877,False,ANTITHROMBOTIC AGENTS,THYROID PREPARATIONS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
D01A,N02A,N02B,4058,91,3967,0.022424839822572696,0.1579188918309584,0.38155480055656943,False,ANTIFUNGALS FOR TOPICAL USE,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
A10B,N02B,R03A,6868,154,6714,0.02242283051834595,0.06154521660713174,0.19616666208862898,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",OTHER ANALGESICS AND ANTIPYRETICS,"ADRENERGICS, INHALANTS"
D01A,N02B,N07B,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,ANTIFUNGALS FOR TOPICAL USE,OTHER ANALGESICS AND ANTIPYRETICS,DRUGS USED IN ADDICTIVE DISORDERS
A10A,B01A,J01F,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,INSULINS AND ANALOGUES,ANTITHROMBOTIC AGENTS,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS"
B01A,C10A,S01X,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,ANTITHROMBOTIC AGENTS,"LIPID MODIFYING AGENTS, PLAIN",OTHER OPHTHALMOLOGICALS
A06A,J01F,M01A,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,DRUGS FOR CONSTIPATION,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
J02A,J05A,R03A,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,ANTIMYCOTICS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,"ADRENERGICS, INHALANTS"
B01A,C08C,G04C,669,15,654,0.02242152466367713,0.6498031753817597,0.8974601728812729,False,ANTITHROMBOTIC AGENTS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
J01C,J01F,N06A,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",ANTIDEPRESSANTS
C07A,J01C,N05A,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,BETA BLOCKING AGENTS,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",ANTIPSYCHOTICS
A02B,C09A,S01A,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ACE INHIBITORS, PLAIN",ANTIINFECTIVES
A03A,R03A,R03D,446,10,436,0.02242152466367713,0.7541027861279297,0.9636873253350873,False,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"ADRENERGICS, INHALANTS",OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
A02B,C03A,C09B,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"LOW-CEILING DIURETICS, THIAZIDES","ACE INHIBITORS, COMBINATIONS"
C07A,C09C,M05B,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,BETA BLOCKING AGENTS,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
A10A,J01X,N02B,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,INSULINS AND ANALOGUES,OTHER ANTIBACTERIALS,OTHER ANALGESICS AND ANTIPYRETICS
N05B,R03A,R05C,223,5,218,0.02242152466367713,0.9206295356063396,1.0,False,ANXIOLYTICS,"ADRENERGICS, INHALANTS","EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS"
N02C,N05B,N06A,1918,43,1875,0.022419186652763295,0.3555485310669506,0.6423516172524141,False,ANTIMIGRAINE PREPARATIONS,ANXIOLYTICS,ANTIDEPRESSANTS
B03B,C10A,N02A,3836,86,3750,0.022419186652763295,0.17163309515168793,0.4046332798369752,False,VITAMIN B12 AND FOLIC ACID,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS
A02B,G04B,H03A,1026,23,1003,0.022417153996101363,0.5339262893080097,0.8040835636031388,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),UROLOGICALS,THYROID PREPARATIONS
C02A,M01A,R03A,803,18,785,0.0224159402241594,0.601636953041635,0.860258437950093,False,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ADRENERGICS, INHALANTS"
D07A,L04A,N02A,803,18,785,0.0224159402241594,0.601636953041635,0.860258437950093,False,"CORTICOSTEROIDS, PLAIN",IMMUNOSUPPRESSANTS,OPIOIDS
N06A,R01A,R06A,4863,109,4754,0.022414147645486326,0.12077274098275705,0.3168770492641559,False,ANTIDEPRESSANTS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,ANTIHISTAMINES FOR SYSTEMIC USE
M03B,N03A,R03B,1651,37,1614,0.022410660205935795,0.3997727441824628,0.6885552661504187,False,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",ANTIEPILEPTICS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A10B,C03A,N02B,2365,53,2312,0.02241014799154334,0.2981347305052231,0.576137770843929,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","LOW-CEILING DIURETICS, THIAZIDES",OTHER ANALGESICS AND ANTIPYRETICS
A11C,B05X,R01A,357,8,349,0.022408963585434174,0.8102738987566246,0.9932510679344279,False,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",I.V. SOLUTION ADDITIVES,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
C03C,R03D,R06A,714,16,698,0.022408963585434174,0.634224907785006,0.8865761375844227,False,HIGH-CEILING DIURETICS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ANTIHISTAMINES FOR SYSTEMIC USE
A02B,R03A,R03D,7185,161,7024,0.022407794015309672,0.0567454844088014,0.18420711312120286,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ADRENERGICS, INHALANTS",OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C07A,M01A,M03B,5400,121,5279,0.022407407407407407,0.10155331597300704,0.28058903156453263,False,BETA BLOCKING AGENTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
B01A,C09C,R03A,1696,38,1658,0.02240566037735849,0.3929059570916321,0.6813241995487986,False,ANTITHROMBOTIC AGENTS,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","ADRENERGICS, INHALANTS"
A10A,D07A,N02B,848,19,829,0.02240566037735849,0.5882896405795084,0.8493687193869015,False,INSULINS AND ANALOGUES,"CORTICOSTEROIDS, PLAIN",OTHER ANALGESICS AND ANTIPYRETICS
C02A,C07A,M01A,848,19,829,0.02240566037735849,0.5882896405795084,0.8493687193869015,False,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",BETA BLOCKING AGENTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C10A,N02A,N02B,38652,866,37786,0.02240505019145193,4.511068426559695e-06,7.715783865670142e-05,True,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
A10B,C03C,N02A,7811,175,7636,0.022404301625912174,0.04674029132824904,0.1589409906656376,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",HIGH-CEILING DIURETICS,OPIOIDS
C02D,C08C,M01A,491,11,480,0.02240325865580448,0.7321331370831996,0.950696411830096,False,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C03C,C09A,D01A,491,11,480,0.02240325865580448,0.7321331370831996,0.950696411830096,False,HIGH-CEILING DIURETICS,"ACE INHIBITORS, PLAIN",ANTIFUNGALS FOR TOPICAL USE
C03C,C08D,C09A,625,14,611,0.0224,0.6705826891746283,0.9114874112233273,False,HIGH-CEILING DIURETICS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,"ACE INHIBITORS, PLAIN"
A10A,A11C,C03C,759,17,742,0.022397891963109356,0.6194202481917032,0.8751169266452382,False,INSULINS AND ANALOGUES,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",HIGH-CEILING DIURETICS
D01A,N02B,R03B,893,20,873,0.022396416573348264,0.5755058791223788,0.8385671473020799,False,ANTIFUNGALS FOR TOPICAL USE,OTHER ANALGESICS AND ANTIPYRETICS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
N05C,N06A,R03D,1295,29,1266,0.022393822393822392,0.47192478829661744,0.7531048378572948,False,HYPNOTICS AND SEDATIVES,ANTIDEPRESSANTS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
N06A,R01A,R03D,3126,70,3056,0.022392834293026232,0.22602635461584036,0.48238094893420125,False,ANTIDEPRESSANTS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
G04C,R01A,R03D,536,12,524,0.022388059701492536,0.711766024715246,0.9389032769928198,False,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
J01D,J01F,R03B,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,OTHER BETA-LACTAM ANTIBACTERIALS,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C10A,D07C,N02A,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,"LIPID MODIFYING AGENTS, PLAIN","CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",OPIOIDS
A10B,D08A,M03B,402,9,393,0.022388059701492536,0.7836334751587213,0.9804440078854422,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",ANTISEPTICS AND DISINFECTANTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
A10A,N02A,S01A,402,9,393,0.022388059701492536,0.7836334751587213,0.9804440078854422,False,INSULINS AND ANALOGUES,OPIOIDS,ANTIINFECTIVES
G03C,G04B,N05B,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,ESTROGENS,UROLOGICALS,ANXIOLYTICS
C02D,H03A,R03A,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",THYROID PREPARATIONS,"ADRENERGICS, INHALANTS"
L03A,M03B,N02A,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,IMMUNOSTIMULANTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
A10A,C10A,N02B,7772,174,7598,0.022388059701492536,0.04850092922403695,0.16319969706506685,False,INSULINS AND ANALOGUES,"LIPID MODIFYING AGENTS, PLAIN",OTHER ANALGESICS AND ANTIPYRETICS
J01F,L01B,N02A,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",ANTIMETABOLITES,OPIOIDS
A04A,M03B,N06B,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,ANTIEMETICS AND ANTINAUSEANTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
A10A,B05X,C08C,670,15,655,0.022388059701492536,0.653950806577811,0.899670572123927,False,INSULINS AND ANALOGUES,I.V. SOLUTION ADDITIVES,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C09C,G04C,N02B,536,12,524,0.022388059701492536,0.711766024715246,0.9389032769928198,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OTHER ANALGESICS AND ANTIPYRETICS
A10B,M01A,M05B,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
B05X,C01B,N02A,670,15,655,0.022388059701492536,0.653950806577811,0.899670572123927,False,I.V. SOLUTION ADDITIVES,"ANTIARRHYTHMICS, CLASS I AND III",OPIOIDS
C09A,C09B,N02B,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,"ACE INHIBITORS, PLAIN","ACE INHIBITORS, COMBINATIONS",OTHER ANALGESICS AND ANTIPYRETICS
G03A,H03A,N02A,402,9,393,0.022388059701492536,0.7836334751587213,0.9804440078854422,False,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,THYROID PREPARATIONS,OPIOIDS
A02B,C09C,J01A,268,6,262,0.022388059701492536,0.8806875552255206,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",TETRACYCLINES
B05X,N02B,R01A,1251,28,1223,0.02238209432454037,0.48362261226655245,0.762857179693468,False,I.V. SOLUTION ADDITIVES,OTHER ANALGESICS AND ANTIPYRETICS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
C10A,M03B,N01B,983,22,961,0.022380467955239063,0.5514462346222553,0.8189144642964415,False,"LIPID MODIFYING AGENTS, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","ANESTHETICS, LOCAL"
C03A,N05C,R03A,715,16,699,0.022377622377622378,0.6382030309705902,0.8887953362902509,False,"LOW-CEILING DIURETICS, THIAZIDES",HYPNOTICS AND SEDATIVES,"ADRENERGICS, INHALANTS"
B01A,B05X,C09A,1296,29,1267,0.022376543209876542,0.4744992652853144,0.7560592804455927,False,ANTITHROMBOTIC AGENTS,I.V. SOLUTION ADDITIVES,"ACE INHIBITORS, PLAIN"
C10A,N02A,R03A,23645,529,23116,0.0223725946288856,0.0004532772495555469,0.004029290071470396,True,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS,"ADRENERGICS, INHALANTS"
J01D,N02A,R06A,2369,53,2316,0.0223723089911355,0.30393507818772936,0.5828678993543498,False,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
B01A,C09A,M01A,1341,30,1311,0.02237136465324385,0.4656473702876086,0.7469059733364519,False,ANTITHROMBOTIC AGENTS,"ACE INHIBITORS, PLAIN","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
J01A,J05A,N02A,447,10,437,0.02237136465324385,0.7594117954595198,0.9665648781453052,False,TETRACYCLINES,DIRECT ACTING ANTIVIRALS,OPIOIDS
