drug1,drug2,drug3,n_total,n_ae,n_no_ae,ae_prop,p_value,p_adj,significant,drug1_name,drug2_name,drug3_name
H02A,N02A,R03D,3092,96,2996,0.0310478654592496,2.4593217067560443e-06,4.531995270397747e-05,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C10A,N02A,N07B,3103,96,3007,0.0309378021269738,2.933532055804369e-06,5.308916424133749e-05,True,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
J05A,N02A,N05B,3342,95,3247,0.028426092160383,0.0001452172321214,0.0015526960560635,True,DIRECT ACTING ANTIVIRALS,OPIOIDS,ANXIOLYTICS
B01A,C01D,N02A,3647,95,3552,0.0260488072388264,0.003410639011961,0.0208437787793832,True,ANTITHROMBOTIC AGENTS,VASODILATORS USED IN CARDIAC DISEASES,OPIOIDS
G04C,N02A,R03A,3188,93,3095,0.0291718946047678,5.964983630154096e-05,0.0007328112063201,True,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS,"ADRENERGICS, INHALANTS"
G04C,M03B,N02A,3582,93,3489,0.0259631490787269,0.004192729113492,0.0244974677069541,True,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
J01M,N02A,N05B,3355,93,3262,0.0277198211624441,0.0004506113349324,0.0040123342058357,True,QUINOLONE ANTIBACTERIALS,OPIOIDS,ANXIOLYTICS
C10A,J05A,N02A,3300,93,3207,0.0281818181818181,0.0002406922298122,0.0023680360882918,True,"LIPID MODIFYING AGENTS, PLAIN",DIRECT ACTING ANTIVIRALS,OPIOIDS
N02A,R03B,R03D,3641,92,3549,0.0252677835759406,0.0098254403606278,0.0483896658429992,True,OPIOIDS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C10A,N02A,N04B,3360,92,3268,0.0273809523809523,0.0007570763740453,0.0061306696670878,True,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS,DOPAMINERGIC AGENTS
J01A,N02A,N06A,3232,91,3141,0.0281559405940594,0.0002926296658206,0.0027884028228733,True,TETRACYCLINES,OPIOIDS,ANTIDEPRESSANTS
A03A,N02A,N02B,2957,91,2866,0.0307744335475143,6.931244579820321e-06,0.0001127298044018,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
H02A,L04A,N02A,3599,91,3508,0.0252848013337038,0.0100630536221419,0.0493382918925522,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",IMMUNOSUPPRESSANTS,OPIOIDS
H02A,J05A,N02A,2110,91,2019,0.043127962085308,2.63803774750315e-15,2.4306650410907285e-13,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",DIRECT ACTING ANTIVIRALS,OPIOIDS
C03C,N02A,N05A,2865,90,2775,0.031413612565445,2.978690778270849e-06,5.372290636009858e-05,True,HIGH-CEILING DIURETICS,OPIOIDS,ANTIPSYCHOTICS
C02A,C08C,N02A,2869,90,2779,0.0313698152666434,3.184402063174941e-06,5.694839537789312e-05,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS
N02A,N05A,R01A,3057,90,2967,0.029440628066732,5.433944072023118e-05,0.000677389075143,True,OPIOIDS,ANTIPSYCHOTICS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A06A,A10B,N02A,2984,90,2894,0.0301608579088471,1.931649474479484e-05,0.0002773618023261,True,DRUGS FOR CONSTIPATION,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",OPIOIDS
A06A,N02A,N05A,2108,88,2020,0.0417457305502846,1.0009279888005019e-13,7.85617256987416e-12,True,DRUGS FOR CONSTIPATION,OPIOIDS,ANTIPSYCHOTICS
B03B,N02A,N05B,3055,88,2967,0.0288052373158756,0.0001576036802798,0.0016624874029317,True,VITAMIN B12 AND FOLIC ACID,OPIOIDS,ANXIOLYTICS
C10A,J01E,N02A,2942,88,2854,0.0299116247450713,3.429626282124945e-05,0.0004594225042401,True,"LIPID MODIFYING AGENTS, PLAIN",SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
H02A,J01M,N02A,2798,88,2710,0.0314510364546104,3.657454843678323e-06,6.4429578592877e-05,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",QUINOLONE ANTIBACTERIALS,OPIOIDS
J01A,N02A,N02B,2776,88,2688,0.031700288184438,2.5161074846100128e-06,4.62317564101723e-05,True,TETRACYCLINES,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
A11C,N02A,N05A,1992,86,1906,0.0431726907630522,1.4475886633390662e-14,1.2782207897283957e-12,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OPIOIDS,ANTIPSYCHOTICS
B03A,N02A,N06A,3032,86,2946,0.0283641160949868,0.0003346085476943,0.0031139369665934,True,IRON PREPARATIONS,OPIOIDS,ANTIDEPRESSANTS
A04A,H03A,N02A,2410,86,2324,0.0356846473029045,6.631276862953294e-09,2.3075536827537966e-07,True,ANTIEMETICS AND ANTINAUSEANTS,THYROID PREPARATIONS,OPIOIDS
B05X,N02A,N05A,1837,86,1751,0.0468154599891126,1.6422056457219656e-17,1.944224695203346e-15,True,I.V. SOLUTION ADDITIVES,OPIOIDS,ANTIPSYCHOTICS
G04C,N02A,N05B,2989,85,2904,0.0284376045500167,0.0003311366569967,0.0030845925428902,True,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS,ANXIOLYTICS
C07A,J01D,N02A,3324,85,3239,0.0255716004813477,0.0096346097425652,0.047606191923766,True,BETA BLOCKING AGENTS,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
J01D,N02A,R03A,3259,85,3174,0.0260816201288738,0.0055346776210958,0.0304572547770093,True,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS,"ADRENERGICS, INHALANTS"
C09C,H02A,N02A,2638,84,2554,0.0318423047763457,3.525172858464188e-06,6.246276188676678e-05,True,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
N01B,N02A,N05B,2911,84,2827,0.0288560632085194,0.0002112933779577,0.0021131332070227,True,"ANESTHETICS, LOCAL",OPIOIDS,ANXIOLYTICS
M03B,N02A,N04B,2915,83,2832,0.0284734133790737,0.0003748509610904,0.0034225943849325,True,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS,DOPAMINERGIC AGENTS
D07A,H02A,N02A,2389,83,2306,0.034742570113018,5.374531599985447e-08,1.5206551891440802e-06,True,"CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
C09A,N02A,R03D,3002,83,2919,0.0276482345103264,0.0010288868736652,0.0078516999015897,True,"ACE INHIBITORS, PLAIN",OPIOIDS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
A06A,C08C,N02A,2682,83,2599,0.0309470544369873,1.4279540434497907e-05,0.0002119131798934,True,DRUGS FOR CONSTIPATION,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS
H02A,J01D,N02A,2665,83,2582,0.0311444652908067,1.084916454825139e-05,0.0001654068310119,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
B05X,N02A,N03A,2747,83,2664,0.0302147797597378,3.8895772072534526e-05,0.0005116568601869,True,I.V. SOLUTION ADDITIVES,OPIOIDS,ANTIEPILEPTICS
A02B,A03F,N02A,2348,82,2266,0.034923339011925,4.925508949164652e-08,1.3992142848618942e-06,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),PROPULSIVES,OPIOIDS
A06A,N02A,N03A,3083,82,3001,0.0265974699967564,0.0036943304149471,0.0222668515795109,True,DRUGS FOR CONSTIPATION,OPIOIDS,ANTIEPILEPTICS
A04A,N02A,R01A,2235,82,2153,0.0366890380313199,3.119091841368486e-09,1.1455770243029629e-07,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
H02A,J01E,N02A,1769,82,1687,0.0463538722442057,2.1647084606883554e-16,2.2487500832797857e-14,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
B03A,N02A,N02B,2808,81,2727,0.0288461538461538,0.000280702403286,0.0026880457887202,True,IRON PREPARATIONS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
A03A,A04A,N02A,1485,81,1404,0.0545454545454545,1.0523940227777672e-22,2.230233413070644e-20,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS
A02B,J01A,N02A,2765,81,2684,0.0292947558770343,0.0001597990074027,0.0016831314934785,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),TETRACYCLINES,OPIOIDS
C08D,N02A,N02B,3146,81,3065,0.0257469802924348,0.0096995036565596,0.0478361371863651,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
C03D,N02A,N02B,2935,80,2855,0.0272572402044293,0.0020039700427456,0.0135119736385192,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
N02A,N03A,R03B,3034,79,2955,0.0260382333553065,0.0079469894883448,0.0407758772848384,True,OPIOIDS,ANTIEPILEPTICS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A04A,J01D,N02A,2853,79,2774,0.0276901507185418,0.0013151761788172,0.0095942215426834,True,ANTIEMETICS AND ANTINAUSEANTS,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
H02A,N01B,N02A,1962,79,1883,0.0402650356778797,2.1657143683240427e-11,1.1678325418199266e-09,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","ANESTHETICS, LOCAL",OPIOIDS
A03A,N02A,N05B,2179,79,2100,0.03625516291877,1.192490624191329e-08,3.9241088987364365e-07,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,OPIOIDS,ANXIOLYTICS
A10A,H02A,N02A,2415,79,2336,0.0327122153209109,2.117755103182391e-06,3.9928350664271554e-05,True,INSULINS AND ANALOGUES,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
B03B,H02A,N02A,2668,78,2590,0.0292353823088455,0.0002300824222017,0.0022795262698925,True,VITAMIN B12 AND FOLIC ACID,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
J01A,N02A,N05B,1961,78,1883,0.039775624681285,6.37081913992973e-11,3.261120753946638e-09,True,TETRACYCLINES,OPIOIDS,ANXIOLYTICS
N02A,N03A,R03D,2665,78,2587,0.0292682926829268,0.0002210222123467,0.002197983446294,True,OPIOIDS,ANTIEPILEPTICS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
A06A,N02A,R01A,2908,77,2831,0.0264786795048143,0.0056277014897888,0.0308649715247427,True,DRUGS FOR CONSTIPATION,OPIOIDS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
B01A,G04C,N02A,2821,77,2744,0.0272952853598014,0.0023587505520399,0.0154901275794333,True,ANTITHROMBOTIC AGENTS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS
D01A,M03B,N02A,2959,77,2882,0.0260223048327137,0.0089696370997587,0.0449160088417032,True,ANTIFUNGALS FOR TOPICAL USE,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
C10A,N01B,N02A,2918,77,2841,0.0263879369431117,0.0061814429537202,0.0333410891003408,True,"LIPID MODIFYING AGENTS, PLAIN","ANESTHETICS, LOCAL",OPIOIDS
A11C,B01A,N02A,2572,77,2495,0.0299377916018662,0.0001073374454665,0.0012164145156827,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",ANTITHROMBOTIC AGENTS,OPIOIDS
N02A,N02B,V03A,1525,76,1449,0.0498360655737704,7.869167082141959e-18,9.695545860741417e-16,True,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS,ALL OTHER THERAPEUTIC PRODUCTS
C02A,N02A,R03A,2183,76,2107,0.0348144754924415,1.8303583938921577e-07,4.49987877997246e-06,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS,"ADRENERGICS, INHALANTS"
A04A,A10A,N02A,1772,75,1697,0.0423250564334085,2.8591430371864065e-12,1.746137154007329e-10,True,ANTIEMETICS AND ANTINAUSEANTS,INSULINS AND ANALOGUES,OPIOIDS
C02A,M01A,N02A,2529,75,2454,0.029655990510083,0.0001867598834527,0.0019064621628761,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
A06A,H03A,N02A,2196,74,2122,0.0336976320582877,1.231462267776878e-06,2.4830778666724643e-05,True,DRUGS FOR CONSTIPATION,THYROID PREPARATIONS,OPIOIDS
C02D,C08C,N02A,2505,74,2431,0.0295409181636726,0.0002371048417997,0.0023381692914936,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS
C09A,J01D,N02A,2407,73,2334,0.0303282093892812,0.0001038154690278,0.0011821909831479,True,"ACE INHIBITORS, PLAIN",OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
J01E,N02A,N05B,2568,73,2495,0.0284267912772585,0.0009254211348114,0.007221434779894,True,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS,ANXIOLYTICS
A04A,J01M,N02A,2120,73,2047,0.0344339622641509,5.446961141907275e-07,1.2061860033364571e-05,True,ANTIEMETICS AND ANTINAUSEANTS,QUINOLONE ANTIBACTERIALS,OPIOIDS
A11C,B03B,N02A,2317,73,2244,0.0315062580923608,2.4609462373625896e-05,0.0003408651807986,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",VITAMIN B12 AND FOLIC ACID,OPIOIDS
C07A,N01B,N02A,2301,72,2229,0.0312907431551499,3.6613076398285325e-05,0.0004858511678349,True,BETA BLOCKING AGENTS,"ANESTHETICS, LOCAL",OPIOIDS
A10A,N02A,N05A,2502,72,2430,0.0287769784172661,0.0006861309853594,0.005659979697056,True,INSULINS AND ANALOGUES,OPIOIDS,ANTIPSYCHOTICS
A11C,B05X,N02A,2010,72,1938,0.035820895522388,1.0008574755304669e-07,2.6413663289466564e-06,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",I.V. SOLUTION ADDITIVES,OPIOIDS
A02B,J02A,N02A,2362,71,2291,0.0300592718035563,0.0001780357382456,0.00183508432145,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
C02C,N02A,N06A,2037,71,1966,0.034855179185076,4.514174722931853e-07,1.0231485639398054e-05,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS,ANTIDEPRESSANTS
J01A,M03B,N02A,2208,70,2138,0.0317028985507246,2.8981030555882707e-05,0.0003957255151676,True,TETRACYCLINES,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
J01M,N02A,R06A,2080,69,2011,0.0331730769230769,5.576894081909413e-06,9.298626230041248e-05,True,QUINOLONE ANTIBACTERIALS,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
N02A,N05A,R03B,2293,68,2225,0.0296554731792411,0.0003853911595896,0.003497734241552,True,OPIOIDS,ANTIPSYCHOTICS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A03A,M03B,N02A,2416,68,2348,0.0281456953642384,0.0018874790581879,0.0128822725285407,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
A06A,A11C,N02A,2137,67,2070,0.0313523631258774,6.530073642942967e-05,0.0007907732608071,True,DRUGS FOR CONSTIPATION,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OPIOIDS
B05X,C03A,N02A,2306,67,2239,0.0290546400693842,0.0008075837158572,0.0064509288000176,True,I.V. SOLUTION ADDITIVES,"LOW-CEILING DIURETICS, THIAZIDES",OPIOIDS
A03A,M01A,N02A,2198,67,2131,0.0304822565969062,0.0001736529244839,0.0017969007693668,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
J01E,M03B,N02A,2487,66,2421,0.0265379975874547,0.0101467428164131,0.0495917374920264,True,SULFONAMIDES AND TRIMETHOPRIM,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
A06A,N02A,R03B,1871,66,1805,0.0352752538749331,7.016079854836299e-07,1.5156448958582146e-05,True,DRUGS FOR CONSTIPATION,OPIOIDS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C07A,J01E,N02A,2168,66,2102,0.0304428044280442,0.0002037501912456,0.0020483273495629,True,BETA BLOCKING AGENTS,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
A04A,A11C,N02A,1642,66,1576,0.0401948842874543,1.1459888350645658e-09,4.617071367431232e-08,True,ANTIEMETICS AND ANTINAUSEANTS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OPIOIDS
A04A,G04C,N02A,1814,66,1748,0.0363836824696802,1.7335972731833994e-07,4.306962885498545e-06,True,ANTIEMETICS AND ANTINAUSEANTS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS
H02A,M04A,N02A,1784,66,1718,0.0369955156950672,7.910594458654472e-08,2.135558188124912e-06,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",ANTIGOUT PREPARATIONS,OPIOIDS
C03C,N02A,R03D,2278,66,2212,0.0289727831431079,0.0009657038987996,0.0074827045789259,True,HIGH-CEILING DIURETICS,OPIOIDS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C02A,C09A,N02A,1960,65,1895,0.0331632653061224,1.079362226253034e-05,0.0001646785046706,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","ACE INHIBITORS, PLAIN",OPIOIDS
A04A,N02A,N07B,873,65,808,0.0744558991981672,7.228412672864433e-32,3.647250508651026e-29,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
N02A,N04B,R03A,2289,64,2225,0.0279598077763215,0.0031208124849212,0.0195149773326795,True,OPIOIDS,DOPAMINERGIC AGENTS,"ADRENERGICS, INHALANTS"
C03A,H02A,N02A,2296,64,2232,0.0278745644599303,0.0033832765277006,0.0207711235652056,True,"LOW-CEILING DIURETICS, THIAZIDES","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A02B,N02A,V03A,1368,64,1304,0.0467836257309941,2.599147312752636e-13,1.905921448161033e-11,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
N02A,N04B,N05B,2199,64,2135,0.0291041382446566,0.0010211805871357,0.0077956984879611,True,OPIOIDS,DOPAMINERGIC AGENTS,ANXIOLYTICS
A02B,C02D,N02A,2228,64,2164,0.0287253141831238,0.0014879877876729,0.0105959130364128,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS
D04A,M01A,N02A,2099,63,2036,0.0300142925202477,0.0004497415704729,0.004006272955638,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
A06A,A10A,N02A,2144,63,2081,0.0293843283582089,0.0008507652683227,0.0067389957033714,True,DRUGS FOR CONSTIPATION,INSULINS AND ANALOGUES,OPIOIDS
B03A,N02A,R03A,1880,63,1817,0.0335106382978723,1.0056416824312931e-05,0.0001552189259583,True,IRON PREPARATIONS,OPIOIDS,"ADRENERGICS, INHALANTS"
G04C,H02A,N02A,1733,62,1671,0.0357761107905366,8.678073086877927e-07,1.8372200285426275e-05,True,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A04A,B03B,N02A,1156,62,1094,0.0536332179930795,4.417240005612413e-17,4.9010549842376055e-15,True,ANTIEMETICS AND ANTINAUSEANTS,VITAMIN B12 AND FOLIC ACID,OPIOIDS
J01A,N02A,R03A,2196,62,2134,0.0282331511839708,0.0028365815547724,0.0180140354536223,True,TETRACYCLINES,OPIOIDS,"ADRENERGICS, INHALANTS"
C07A,J05A,N02A,2198,62,2136,0.0282074613284804,0.0029054077819782,0.0183850109631782,True,BETA BLOCKING AGENTS,DIRECT ACTING ANTIVIRALS,OPIOIDS
A06A,B05X,N02A,1689,62,1627,0.0367081113084665,2.848625894968572e-07,6.745036867728934e-06,True,DRUGS FOR CONSTIPATION,I.V. SOLUTION ADDITIVES,OPIOIDS
A04A,J01E,N02A,1252,61,1191,0.0487220447284345,7.051131095988167e-14,5.681656661071529e-12,True,ANTIEMETICS AND ANTINAUSEANTS,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
A04A,J05A,N02A,1191,61,1130,0.051217464315701,2.302478054954641e-15,2.1307473773187238e-13,True,ANTIEMETICS AND ANTINAUSEANTS,DIRECT ACTING ANTIVIRALS,OPIOIDS
A02B,D06A,N02A,1948,61,1887,0.0313141683778234,0.0001493677101602,0.0015898546025694,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ANTIBIOTICS FOR TOPICAL USE,OPIOIDS
J02A,N02A,N05B,1523,61,1462,0.0400525279054497,6.054850875578588e-09,2.1173993358954034e-07,True,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS,ANXIOLYTICS
C02D,C03C,N02A,1916,61,1855,0.0318371607515657,8.631495552483553e-05,0.0010078162740949,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",HIGH-CEILING DIURETICS,OPIOIDS
B01A,C08D,N02A,2040,60,1980,0.0294117647058823,0.0011191366368055,0.008425130943937,True,ANTITHROMBOTIC AGENTS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,OPIOIDS
N02A,N07B,R06A,1636,60,1576,0.0366748166259168,4.6743537864124187e-07,1.0549404200388922e-05,True,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS,ANTIHISTAMINES FOR SYSTEMIC USE
C03D,C09A,N02A,1786,60,1726,0.0335946248600224,1.5222919610698744e-05,0.0002238076953779,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,"ACE INHIBITORS, PLAIN",OPIOIDS
N02A,N06A,V03A,1284,60,1224,0.0467289719626168,1.6093776716588073e-12,1.0335130793270739e-10,True,OPIOIDS,ANTIDEPRESSANTS,ALL OTHER THERAPEUTIC PRODUCTS
A03F,N02A,N06A,1646,60,1586,0.0364520048602673,6.058565813955903e-07,1.3277469155052067e-05,True,PROPULSIVES,OPIOIDS,ANTIDEPRESSANTS
C01D,C08C,N02A,2173,59,2114,0.0271514035895075,0.0092948954887568,0.0462171340210547,True,VASODILATORS USED IN CARDIAC DISEASES,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS
D04A,N02A,N02B,2106,59,2047,0.0280151946818613,0.0044157311097887,0.0255120429876343,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
B03A,C10A,N02A,2164,59,2105,0.027264325323475,0.0084497007099354,0.0428182825071619,True,IRON PREPARATIONS,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS
N02A,N05A,N07B,1482,59,1423,0.0398110661268556,1.4613090045225765e-08,4.720740918268665e-07,True,OPIOIDS,ANTIPSYCHOTICS,DRUGS USED IN ADDICTIVE DISORDERS
C02A,N02A,R06A,1323,59,1264,0.0445956160241874,3.85872053185562e-11,2.0191112471872663e-09,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
J01X,N02A,N06A,1942,58,1884,0.0298661174047373,0.0008963873173948,0.0070443097502872,True,OTHER ANTIBACTERIALS,OPIOIDS,ANTIDEPRESSANTS
J02A,N02A,N02B,2013,58,1955,0.0288127173373075,0.0023644221081907,0.015522562985371,True,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
B03B,C09A,N02A,1967,58,1909,0.0294865277071682,0.0012776151166552,0.0093653474756686,True,VITAMIN B12 AND FOLIC ACID,"ACE INHIBITORS, PLAIN",OPIOIDS
C02D,N02A,N06A,1731,58,1673,0.0335066435586366,2.349236677378215e-05,0.0003277486745687,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS,ANTIDEPRESSANTS
N02A,N03A,N04B,1780,58,1722,0.0325842696629213,6.139441264531141e-05,0.0007507619115865,True,OPIOIDS,ANTIEPILEPTICS,DOPAMINERGIC AGENTS
A02B,D04A,N02A,1884,58,1826,0.0307855626326963,0.0003718774432489,0.0034042448282208,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS
C03A,N02A,N05A,1751,57,1694,0.0325528269560251,7.384759114110772e-05,0.0008806855101082,True,"LOW-CEILING DIURETICS, THIAZIDES",OPIOIDS,ANTIPSYCHOTICS
A03A,N02A,R03A,1899,57,1842,0.0300157977883096,0.0008691566523028,0.0068709948752791,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,OPIOIDS,"ADRENERGICS, INHALANTS"
A03F,A04A,N02A,938,57,881,0.0607675906183368,6.54196460070303e-20,1.1002961414134813e-17,True,PROPULSIVES,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS
A10B,C02A,N02A,1637,57,1580,0.0348197923029932,6.982951349463074e-06,0.0001134836694768,True,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS
